date,cu_usd_per_tonne,al_usd_per_tonne,eur_usd_rate,cu_eur_per_tonne,al_eur_per_tonne
2025-06-27,10051.0,2583.0,1.1704,8587.662337662337,2206.937799043062
2025-06-30,10040.0,2593.0,1.172,8566.552901023892,2212.457337883959
2025-07-01,10061.0,2604.0,1.181,8519.051651143098,2204.9110922946657
2025-07-02,10045.0,2602.0,1.1755,8545.299872394726,2213.526159081242
2025-07-03,10120.0,2604.0,1.1782,8589.373620777458,2210.1510779154646
2025-07-04,9970.5,2587.0,1.1767,8473.272711821195,2198.521288348772
2025-07-07,9893.0,2566.0,1.1728,8435.368349249658,2187.926330150068
2025-07-08,9925.0,2587.0,1.1718,8469.875405359277,2207.7146270694657
2025-07-09,9635.0,2580.0,1.1698,8236.450675329117,2205.5052145665927
2025-07-10,9752.0,2609.0,1.1709,8328.636091895123,2228.2005295072167
2025-07-11,9637.5,2591.5,1.1683,8249.165454078577,2218.180261919028
2025-07-14,9555.0,2586.0,1.169,8173.652694610778,2212.147134302823
2025-07-15,9564.0,2594.0,1.1665,8198.885555079296,2223.746249464209
2025-07-16,9563.0,2568.0,1.1602,8242.544388898466,2213.411480779176
2025-07-17,9586.0,2557.0,1.1579,8278.780550997495,2208.308144053891
2025-07-18,9667.0,2591.5,1.165,8297.854077253218,2224.4635193133045
2025-07-21,9773.5,2649.0,1.1667,8377.046370103712,2270.5065569555154
2025-07-22,9818.5,2638.5,1.1699,8392.597657919481,2255.3209676040688
2025-07-23,9862.0,2645.0,1.1726,8410.370117687191,2255.671158110182
2025-07-24,9861.0,2646.5,1.1756,8388.057162300101,2251.1908812521265
2025-07-25,9788.0,2657.0,1.1724,8348.686455134766,2266.2913681337427
2025-07-28,9783.0,2632.5,1.1654,8394.5426463017,2258.881070876952
2025-07-29,9733.5,2609.0,1.1533,8439.694788866731,2262.204109945374
2025-07-30,9699.5,2611.0,1.1527,8414.591827882363,2265.116682571354
2025-07-31,9606.0,2580.0,1.1446,8392.451511445046,2254.0625546042284
2025-08-01,9535.5,2545.0,1.1404,8361.539810592774,2231.6730971588913
2025-08-04,9622.5,2575.0,1.1565,8320.36316472114,2226.5456117596195
2025-08-05,9576.5,2568.0,1.1546,8294.214446561578,2224.146890698077
2025-08-06,9604.5,2589.5,1.1604,8276.88728024819,2231.5580834195102
2025-08-07,9636.5,2617.0,1.1643,8276.646912307826,2247.702482178133
2025-08-08,9627.0,2609.0,1.1648,8264.938186813186,2239.8695054945056
2025-08-11,9643.5,2586.5,1.1622,8297.62519359835,2225.520564446739
2025-08-12,9661.5,2605.0,1.1606,8324.573496467345,2244.528692055833
2025-08-13,9746.5,2626.0,1.1711,8322.517291435403,2242.336265049953
2025-08-14,9665.5,2608.5,1.169,8268.177929854577,2231.394354148845
2025-08-15,9621.0,2600.0,1.1688,8231.519507186858,2224.5037645448324
2025-08-18,9626.5,2586.5,1.1673,8246.808875182043,2215.7971386961362
2025-08-19,9621.5,2572.5,1.1682,8236.1753124465,2202.105803800719
2025-08-20,9576.5,2567.0,1.1651,8219.466140245473,2203.244356707579
2025-08-21,9611.0,2570.5,1.1639,8257.582266517742,2208.5230689921814
2025-08-22,9643.0,2589.0,1.1608,8307.201929703653,2230.358373535493
2025-08-26,9707.5,2611.5,1.1656,8328.328757721345,2240.47700754976
2025-08-27,9682.0,2618.0,1.1593,8351.591477615802,2258.2592944017943
2025-08-28,9703.5,2615.0,1.1676,8310.637204522096,2239.6368619390205
2025-08-29,9805.0,2621.0,1.1658,8410.533539200549,2248.241550866358
2025-09-01,9804.5,2612.5,1.1715,8369.184805804523,2230.0469483568077
2025-09-02,9773.5,2615.0,1.1646,8392.151811780868,2245.4061480336595
2025-09-03,9873.0,2617.0,1.1653,8472.496352870505,2245.773620526903
2025-09-04,9813.0,2606.0,1.1647,8425.345582553447,2237.4860479093327
2025-09-05,9881.0,2616.0,1.1697,8447.465162007353,2236.4708899717875
2025-09-08,9810.5,2613.5,1.1728,8365.023874488403,2228.427694406548
2025-09-09,9822.5,2621.0,1.1744,8363.84536784741,2231.7779291553134
2025-09-10,9847.0,2623.5,1.1707,8411.206970188776,2240.966942854702
2025-09-11,9926.0,2656.0,1.1685,8494.651262302095,2272.999572100984
2025-09-12,10004.5,2707.0,1.1718,8537.719747397166,2310.121181088923
2025-09-15,9986.0,2693.5,1.1766,8487.166411694712,2289.2231854496004
2025-09-16,10071.5,2736.5,1.1807,8530.109257220292,2317.6928940459047
2025-09-17,9894.0,2691.0,1.1837,8358.536791416744,2273.3800794120134
2025-09-18,9895.0,2693.0,1.1818,8372.821120324928,2278.7273650363854
2025-09-19,9904.0,2689.5,1.1736,8438.991138377642,2291.6666666666665
2025-09-22,9921.5,2667.0,1.1781,8421.611068669892,2263.8146167557934
2025-09-23,9900.0,2646.0,1.1793,8394.81048079369,2243.7038921394046
2025-09-24,9862.0,2623.0,1.1756,8388.907791765907,2231.201088805716
2025-09-25,10312.0,2661.5,1.1739,8784.39390067297,2267.228895135872
2025-09-26,10125.5,2642.5,1.1672,8675.034270047978,2263.9650445510624
2025-09-29,10233.0,2672.0,1.1723,8728.994284739401,2279.2800477693427
2025-09-30,10300.0,2668.5,1.1741,8772.676944042245,2272.8047014734693
2025-10-01,10263.0,2683.5,1.1724,8753.838280450358,2288.8945752302966
2025-10-02,10455.0,2700.0,1.1754,8894.844308320571,2297.090352220521
2025-10-03,10537.5,2703.0,1.1734,8980.3136185444,2303.5622975967276
2025-10-06,10609.5,2713.0,1.1678,9085.03168350745,2323.1717759890394
2025-10-07,10643.0,2713.5,1.1666,9123.092748157036,2325.990056574661
2025-10-08,10738.0,2750.5,1.1627,9235.400361228176,2365.6145179323985
2025-10-09,10866.5,2786.5,1.1611,9358.797691843942,2399.8794246834896
2025-10-10,10735.0,2799.5,1.1568,9279.91009681881,2420.0380359612723
2025-10-13,10617.5,2774.0,1.1569,9177.543435041922,2397.787189904054
2025-10-14,10600.0,2734.0,1.1553,9175.106033065005,2366.4848956980873
2025-10-15,10702.0,2752.5,1.1622,9208.397866115987,2368.3531233866806
2025-10-16,10495.0,2775.0,1.1649,9009.357026354193,2382.178727787793
2025-10-17,10527.5,2789.5,1.1681,9012.49892988614,2388.066090232001
2025-10-20,10581.0,2773.0,1.1655,9078.507078507078,2379.2363792363794
2025-10-21,10612.0,2781.0,1.1607,9142.758680106832,2395.967950374774
2025-10-22,10600.0,2818.0,1.1587,9148.183308880642,2432.0359023043065
2025-10-23,10797.0,2845.0,1.1593,9313.378763046667,2454.067109462607
2025-10-24,10807.0,2853.0,1.1612,9306.751636238374,2456.9410954185323
2025-10-27,10987.0,2879.0,1.164,9439.003436426117,2473.367697594502
2025-10-28,10917.0,2859.0,1.163,9386.930352536543,2458.297506448839
2025-10-29,11067.5,2891.5,1.1636,9511.430044688897,2484.9604675146097
2025-10-30,10949.0,2826.0,1.155,9479.65367965368,2446.753246753247
2025-10-31,10901.5,2885.0,1.1554,9435.26051583867,2496.9707460619697
2025-11-03,10872.5,2903.0,1.1514,9442.852179954838,2521.278443633837
2025-11-04,10600.5,2853.0,1.1491,9225.045687929683,2482.8126359759813
2025-11-05,10603.0,2838.5,1.1492,9226.418378002089,2469.9791159067177
2025-11-06,10723.0,2861.5,1.1533,9297.66756264632,2481.141073441429
2025-11-07,10720.0,2841.0,1.1561,9272.554277311652,2457.3998789032094
2025-11-10,10800.0,2867.5,1.1571,9333.67902514908,2478.178204131017
2025-11-11,10777.0,2841.0,1.1575,9310.583153347732,2454.427645788337
2025-11-12,10833.0,2856.0,1.1576,9358.154803040774,2467.1734623358675
2025-11-13,10942.0,2876.0,1.1619,9417.33367759704,2475.256046131337
2025-11-14,10851.0,2832.5,1.1648,9315.762362637362,2431.7479395604396
2025-11-17,10799.0,2798.0,1.1593,9315.103942033986,2413.5254032605885
2025-11-18,10649.0,2749.5,1.159,9188.09318377912,2372.3037100949095
2025-11-19,10784.0,2781.0,1.1583,9310.195976862642,2400.932400932401
2025-11-20,10789.0,2778.5,1.1514,9370.331770019107,2413.149209657808
2025-11-21,10685.5,2765.5,1.152,9275.607638888889,2400.607638888889
2025-11-24,10795.0,2776.5,1.1544,9351.1781011781,2405.14553014553
2025-11-25,10876.0,2787.0,1.1551,9415.635009955848,2412.7781144489654
2025-11-26,10978.0,2822.5,1.1577,9482.594800034552,2438.0236676168265
2025-11-27,10934.0,2804.0,1.1586,9437.251855687899,2420.1622648023476
2025-11-28,11004.0,2826.0,1.1566,9514.093031298633,2443.3684938613173
2025-12-01,11299.0,2860.0,1.1646,9702.043620127082,2455.77880817448
2025-12-02,11285.0,2858.5,1.1614,9716.72119855347,2461.2536593766145
2025-12-03,11437.0,2854.0,1.1668,9802.0226259856,2446.006170723346
2025-12-04,11472.0,2854.0,1.1666,9833.704783130464,2446.4255100291443
2025-12-05,11645.0,2865.0,1.1645,10000.0,2460.283383426363
2025-12-08,11695.0,2867.5,1.1655,10034.320034320035,2460.3174603174602
2025-12-09,11563.5,2832.0,1.1637,9936.839391595773,2433.616911575148
2025-12-10,11645.0,2836.5,1.1634,10009.45504555613,2438.1124290871585
2025-12-11,11740.0,2864.0,1.1714,10022.195663308861,2444.9376814068637
2025-12-12,11816.0,2845.5,1.1731,10072.45759099821,2425.624413945955
2025-12-15,11774.5,2841.0,1.1753,10018.293201735727,2417.2551688930484
2025-12-16,11636.0,2833.5,1.1776,9881.114130434782,2406.165081521739
2025-12-17,11720.0,2851.5,1.1722,9998.29380651766,2432.6053574475345
2025-12-18,11721.5,2852.5,1.1719,10002.133287823193,2434.081406263333
2025-12-19,11845.0,2896.0,1.1712,10113.558743169398,2472.6775956284155
2025-12-22,11940.0,2898.5,1.1745,10166.028097062579,2467.8586632609617
2025-12-23,12070.0,2916.0,1.1786,10240.963855421685,2474.121839470558
2025-12-24,12253.0,2932.0,1.1787,10395.350810214642,2487.48621362518
2025-12-29,12306.0,2913.5,1.1766,10458.949515553288,2476.2026177120515
2025-12-30,12512.0,2945.0,1.1757,10642.170621757252,2504.890703410734
2025-12-31,12504.0,2968.0,1.175,10641.702127659573,2525.9574468085107
2026-01-02,12571.0,2986.0,1.1721,10725.194096066889,2547.5642010067404
2026-01-05,12884.0,3022.5,1.1664,11045.953360768175,2591.30658436214
2026-01-06,13269.5,3093.0,1.1707,11334.671564021524,2642.0090544118902
2026-01-07,13145.0,3092.0,1.1684,11250.42793563848,2646.35398836015
2026-01-08,12885.0,3081.0,1.1675,11036.402569593149,2638.9721627408994
2026-01-09,13060.0,3180.0,1.1642,11218.003779419345,2731.4894348050166
2026-01-12,13310.0,3185.5,1.1692,11383.852206637017,2724.512487170715
2026-01-13,13310.0,3194.0,1.1654,11420.971340312339,2740.6898918826155
2026-01-14,13335.0,3221.0,1.1651,11445.369496180585,2764.5695648442193
2026-01-15,13205.0,3174.0,1.1624,11360.116999311767,2730.5574673090155
2026-01-16,13000.0,3147.0,1.1617,11190.496685891367,2708.961005423087
2026-01-19,13000.0,3168.5,1.1631,11177.026910841716,2724.18536669246
2026-01-20,13059.0,3137.0,1.1728,11134.890859481582,2674.795361527967
2026-01-21,12898.0,3114.0,1.1739,10987.307266377034,2652.6961410682343
2026-01-22,12632.0,3093.5,1.1706,10791.047326157524,2642.6618827951474
2026-01-23,12920.5,3175.0,1.1742,11003.662067790838,2703.96865951286
2026-01-26,13195.0,3192.0,1.1836,11148.191956742143,2696.8570462994253
2026-01-27,12980.0,3166.5,1.1929,10881.046189957246,2654.4555285438846
2026-01-28,12994.0,3259.0,1.1974,10851.845665608818,2721.730415901119
2026-01-29,13844.0,3325.0,1.1968,11567.513368983957,2778.2419786096257
2026-01-30,13369.5,3110.0,1.1919,11216.964510445507,2609.279301954862
2026-02-02,12987.0,3042.0,1.184,10968.75,2569.2567567567567
2026-02-03,13295.0,3103.0,1.1801,11265.994407253624,2629.4381832048134
2026-02-04,13247.0,3047.5,1.182,11207.275803722505,2578.2571912013536
2026-02-05,12822.0,3014.0,1.1798,10867.943719274454,2554.6702830988306
2026-02-06,12840.0,3045.0,1.1794,10886.891639816857,2581.8212650500254
2026-02-09,12980.0,3083.5,1.1886,10920.410567053676,2594.228504122497
2026-02-10,13002.0,3063.0,1.1894,10931.562132167479,2575.2480242138895
2026-02-11,13327.0,3098.0,1.19,11199.159663865546,2603.361344537815
2026-02-12,13172.0,3117.0,1.1874,11093.144685868283,2625.0631632137442
2026-02-13,12719.0,2996.0,1.1862,10722.475130669365,2525.712358792784
2026-02-16,12757.0,3037.5,1.1855,10760.86039645719,2562.2100379586673
2026-02-17,12561.0,3014.0,1.1826,10621.511922881786,2548.6216810417723
2026-02-18,12603.0,3035.0,1.1845,10639.932460953987,2562.2625580413674
2026-02-19,12626.0,3026.0,1.1753,10742.789075129755,2574.6617884795373
2026-02-20,12750.0,3053.0,1.1767,10835.387099515594,2594.5440639075377
2026-02-23,12832.0,3070.0,1.1784,10889.341479972845,2605.227427019688
2026-02-24,13011.0,3077.0,1.1777,11047.805043729302,2612.719707905239
2026-02-25,13171.0,3107.0,1.1784,11177.019687712153,2636.625933469111
2026-02-26,13215.0,3121.0,1.1814,11185.881157948197,2641.780937870323
2026-02-27,13439.5,3157.5,1.1805,11384.582803896654,2674.714104193138
2026-03-02,13230.0,3226.0,1.1698,11309.625577021714,2757.736365190631
2026-03-03,12820.0,3269.0,1.1606,11046.010684128898,2816.6465621230395
2026-03-04,12960.0,3378.0,1.1649,11125.418490857584,2899.8197270151945
2026-03-05,12841.0,3298.5,1.1618,11052.676880702358,2839.1289378550528
2026-03-06,12808.0,3385.0,1.1561,11078.626416399966,2927.9474093936515
2026-03-09,12750.5,3406.5,1.1555,11034.617048896582,2948.074426655128
2026-03-10,12920.5,3402.5,1.1641,11099.132376943562,2922.8588609226013
2026-03-11,12850.5,3467.0,1.1581,11096.192038684052,2993.6965719713326
2026-03-12,12896.5,3516.5,1.1547,11168.701827314453,3045.379752316619
2026-03-13,12758.0,3520.0,1.1476,11117.11397699547,3067.2708260718023
2026-03-16,12759.5,3440.0,1.1478,11116.48370796306,2997.0378114654122
2026-03-17,12677.0,3426.0,1.1531,10993.842684936259,2971.12132512358
2026-03-18,12503.0,3400.0,1.15,10872.17391304348,2956.521739130435
2026-03-19,11826.0,3200.0,1.1489,10293.324049090434,2785.2728697014536
2026-03-20,12021.5,3329.0,1.1555,10403.721332756382,2881.003894418001
2026-03-23,11891.0,3251.5,1.1596,10254.398068299413,2803.984132459469
2026-03-24,11878.5,3242.5,1.1572,10264.863463532665,2802.0221223643275
2026-03-25,12135.0,3294.5,1.1592,10468.426501035197,2842.046238785369
2026-03-26,12108.0,3332.0,1.1539,10493.11032151833,2887.598578732993
2026-03-27,12046.0,3292.0,1.1517,10459.321003733612,2858.3832595293916
2026-03-30,12137.0,3482.0,1.1484,10568.61720654824,3032.0445837687216
2026-03-31,12160.0,3585.0,1.1498,10575.752304748652,3117.9335536615067
2026-04-01,12270.0,3583.5,1.1605,10573.02886686773,3087.8931495045235
2026-04-02,12147.0,3505.0,1.1525,10539.696312364424,3041.214750542299
2026-04-07,12252.0,3600.0,1.1557,10601.367136800209,3114.9952409794932
2026-04-08,12552.0,3520.0,1.1706,10722.70630445925,3007.004954724073
2026-04-09,12455.0,3494.5,1.1685,10658.964484381686,2990.58622165169
2026-04-10,12660.5,3526.0,1.1711,10810.776193322517,3010.8445051660833
2026-04-13,12820.5,3665.5,1.1684,10972.697706264977,3137.196165696679
2026-04-14,13095.0,3625.0,1.1793,11104.044772322564,3073.857373017892
2026-04-15,13155.0,3581.0,1.178,11167.232597623091,3039.898132427844
2026-04-16,13180.0,3678.5,1.1782,11186.55576302835,3122.135460872518
2026-04-17,13149.0,3660.0,1.1797,11146.054081546155,3102.4836822921084
2026-04-20,13163.0,3590.0,1.176,11193.027210884355,3052.7210884353744
2026-04-21,13200.5,3613.0,1.1767,11218.237443698477,3070.451262003909
2026-04-22,13198.0,3652.0,1.1733,11248.615017472088,3112.588425807551
2026-04-23,13190.0,3642.0,1.1694,11279.288524029416,3114.4176500769627
2026-04-24,13230.0,3685.0,1.1712,11296.106557377048,3146.3456284153003
2026-04-27,13212.0,3662.0,1.1749,11245.212358498595,3116.8610094476126
2026-04-28,12890.5,3600.0,1.168,11036.38698630137,3082.191780821918
2026-04-29,12992.0,3604.0,1.1706,11098.58192379976,3078.763027507261
2026-04-30,13015.5,3525.5,1.1702,11122.457699538541,3012.7328661767224
2026-05-05,12970.0,3632.5,1.1686,11098.750641793598,3108.420332021222
2026-05-06,13351.5,3597.0,1.1762,11351.38581873831,3058.153375276314
2026-05-07,13326.0,3559.0,1.177,11322.005097706031,3023.789294817332
2026-05-08,13445.0,3560.5,1.1761,11431.85103307542,3027.3786242666442
2026-05-11,13673.0,3655.0,1.1765,11621.759456013599,3106.67233319167
2026-05-12,13872.0,3639.5,1.1738,11818.026921110923,3100.61339240075
2026-05-13,14097.0,3729.5,1.1715,12033.290653008962,3183.5253947930005
2026-05-14,13986.0,3768.0,1.1702,11951.803110579389,3219.962399589814
2026-05-15,13553.5,3635.0,1.1628,11655.916752665978,3126.0749914000685
2026-05-18,13428.0,3637.0,1.1648,11528.15934065934,3122.4244505494503
2026-05-19,13410.0,3665.0,1.162,11540.447504302927,3154.044750430293
2026-05-20,13418.0,3644.0,1.16,11567.241379310346,3141.379310344828
2026-05-21,13427.0,3720.0,1.1599,11575.997930856109,3207.173032157945
2026-05-22,13545.0,3706.0,1.1595,11681.75937904269,3196.205260888314
2026-05-26,13570.0,3759.0,1.1634,11664.088017878632,3231.0469314079423
2026-05-27,13540.5,3738.0,1.1637,11635.730858468678,3212.1680845578758
2026-05-28,13513.0,3735.0,1.1617,11632.090901265386,3215.1157786003273
2026-05-29,13615.0,3769.5,1.1644,11692.717279285467,3237.289591205771
2026-06-01,13819.0,3795.5,1.1646,11865.87669586124,3259.058904344839
2026-06-02,13966.0,3855.0,1.1649,11989.011932354708,3309.296935359258
2026-06-03,13920.5,3797.0,1.1614,11985.965214396418,3269.330118822111
2026-06-04,13872.0,3739.0,1.164,11917.525773195877,3212.1993127147766
2026-06-05,13731.0,3736.0,1.164,11796.39175257732,3209.621993127148
2026-06-08,13661.0,3669.5,1.154,11837.954939341422,3179.8093587521666
2026-06-09,13716.0,3608.0,1.1573,11851.72383997235,3117.6013134018835
2026-06-10,13370.0,3489.0,1.1539,11586.792616344572,3023.658895918191
2026-06-11,13420.0,3498.5,1.1537,11632.14007107567,3032.417439542342
2026-06-12,13603.0,3536.0,1.1567,11760.17982190715,3056.9724215440474
2026-06-15,13714.0,3419.5,1.1607,11815.28388041699,2946.0670285172737
2026-06-16,13682.0,3359.0,1.1594,11800.931516301536,2897.1882007935137
2026-06-17,13736.0,3405.5,1.1591,11850.573720990424,2938.05538780088
2026-06-18,13612.0,3402.0,1.1461,11876.79958118838,2968.327371084548
2026-06-19,13530.5,3400.0,1.1467,11799.511642103427,2965.0300863346993
2026-06-22,13642.0,3405.0,1.1456,11908.170391061452,2972.241620111732
2026-06-23,13334.0,3263.5,1.1392,11704.705056179775,2864.7296348314608
2026-06-24,13181.5,3150.0,1.134,11623.89770723104,2777.777777777778
2026-06-25,13194.0,3132.0,1.1342,11632.868982542761,2761.4177393757714
2026-06-26,13287.0,3164.0,1.1401,11654.240856065258,2775.195158319446
2026-06-29,13302.5,3160.5,1.1406,11662.721374715062,2770.9100473435033
2026-06-30,13341.0,3105.5,1.1394,11708.794102159032,2725.557310865368
2026-07-01,13170.0,3075.0,1.1383,11569.88491610296,2701.396819819028
2026-07-02,13202.0,3061.5,1.1399,11581.71769453461,2685.7619089393806
